"","rowname","AAVE","ADA","ALGO","AMP1","ANKR","AR","ATOM1","AVAX","AXS","BAT","BCH","BNB","BNT","BSV","BTC","BTG","BTT1","CAKE","CCXX","CEL","CELO","CHZ","COMP","CRO","CRV","CTC1","DAI1","DASH","DCR","DGB","DOGE","DOT1","EGLD","ENJ","EOS","ETC","ETH","FIL","FLOW1","FTM","FTT1","GRT2","HBAR","HEX","HNT1","HOT1","ICP1","ICX","IOST","KDA","KSM","LINK","LRC","LTC","LUNA1","MANA","MATIC","MIOTA","MKR","NANO","NEO","OMG","OMI","ONE2","ONT","QNT","QTUM","RAY","RUNE","RVN","SAND","SC","SHIB","SKL","SNX","SOL1","SRM","STX1","SUSHI","TFUEL","THETA","TRX","TUSD","UNI3","USDC","USDT","VET","WAVES","WAXP","XDC","XEM","XLM","XMR","XRP","XTZ","YFI","ZEC","ZEN","ZIL","ZRX"
"11","CSCO",-0.23,0.87,0.47,0.63,-0.76,0.66,0.44,0.42,0.24,0.29,0.19,0.68,0.013,-0.25,0.12,0.58,-0.44,0.2,0.16,0.3,0.32,-0.66,-0.22,-0.59,-0.5,0.13,0.15,0.14,0.38,0.13,0.62,0.16,0.47,-0.61,0.27,0.73,0.79,-0.82,0.037,0.22,0.21,-0.76,0.62,0.69,0.9,0.49,-0.7,0.14,0.35,0.39,0.48,0.062,-0.38,-0.017,0.67,-0.4,0.75,0.26,0.33,0.26,0.27,0.41,0.22,0.62,0.093,0.67,0.54,0.13,-0.49,0.16,0.74,0.34,0.15,0.2,-0.71,0.68,0.52,0.48,-0.52,0.68,0.4,0.56,-0.81,-0.25,0.042,-0.18,0.53,0.74,0.71,0.87,-0.56,-0.11,0.44,0.63,0.37,-0.083,0.16,0.52,-0.034,-0.058
"12","FB",-0.33,0.75,0.28,0.69,-0.83,0.48,0.24,0.21,0.09,0.13,0.085,0.55,-0.17,-0.36,-0.13,0.47,-0.55,0.1,0.3,0.33,0.13,-0.75,-0.24,-0.73,-0.69,-0.036,0.06,-0.015,0.26,0.0092,0.58,-0.084,0.26,-0.72,0.16,0.71,0.65,-0.88,0.044,0.057,0.067,-0.85,0.43,0.63,0.78,0.34,-0.77,-0.076,0.17,0.19,0.28,-0.11,-0.55,-0.17,0.48,-0.52,0.71,0.086,0.29,0.15,0.15,0.2,0.078,0.41,-0.067,0.59,0.38,0.06,-0.65,-0.029,0.68,0.19,-0.03,0.088,-0.78,0.55,0.36,0.31,-0.65,0.62,0.26,0.42,-0.82,-0.36,0.0089,-0.18,0.4,0.63,0.5,0.81,-0.66,-0.27,0.31,0.5,0.17,-0.18,0.02,0.41,-0.19,-0.23
"13","GOOGL",-0.34,0.86,0.53,0.59,-0.8,0.69,0.54,0.52,0.41,0.12,0.082,0.62,-0.11,-0.36,0.13,0.48,-0.53,0.33,-0.0013,0.16,0.41,-0.69,-0.33,-0.54,-0.46,-0.04,0.26,0.046,0.24,-0.0016,0.54,0.16,0.54,-0.64,0.13,0.67,0.81,-0.85,0.08,0.37,0.34,-0.8,0.56,0.8,0.87,0.5,-0.81,0.11,0.34,0.49,0.32,-0.0098,-0.39,-0.11,0.73,-0.47,0.74,0.17,0.2,0.16,0.14,0.48,0.38,0.61,-0.068,0.8,0.44,0.22,-0.55,0.075,0.85,0.2,0.28,0.33,-0.78,0.78,0.51,0.47,-0.59,0.51,0.18,0.48,-0.79,-0.32,-0.064,-0.25,0.42,0.76,0.64,0.88,-0.55,-0.21,0.35,0.56,0.4,-0.23,0.037,0.43,-0.19,-0.15
"14","IBM",-0.16,0.5,0.11,0.74,-0.64,0.25,0.048,-0.05,0.032,0.32,0.37,0.61,0.048,-0.031,-0.14,0.59,-0.34,0.11,0.4,0.61,-0.015,-0.62,-0.0067,-0.78,-0.63,0.16,0.071,0.17,0.37,0.3,0.76,-0.075,0.06,-0.65,0.42,0.76,0.51,-0.71,0.22,-0.078,-0.069,-0.71,0.35,0.26,0.6,0.086,-0.45,-0.011,0.099,0.0025,0.44,0.064,-0.55,0.1,0.19,-0.31,0.63,0.23,0.54,0.43,0.43,0.18,0.066,0.32,0.21,0.18,0.49,0.034,-0.49,0.02,0.22,0.4,-0.14,0.052,-0.61,0.23,0.27,0.3,-0.53,0.76,0.51,0.48,-0.81,-0.12,0.054,-0.15,0.58,0.51,0.34,0.55,-0.55,0.0051,0.51,0.56,0.12,0.19,0.29,0.58,0.081,-0.087
"15","INTC",0.22,-0.39,-0.045,-0.45,0.6,-0.29,-0.13,-0.17,-0.37,0.44,0.066,-0.1,0.61,0.45,0.33,-0.024,0.61,-0.24,0.16,0.043,-0.044,0.57,0.23,0.44,0.27,0.58,-0.25,0.34,0.38,0.35,-0.36,0.33,-0.057,0.56,0.12,-0.5,-0.5,0.64,-0.0069,-0.38,-0.34,0.63,0.037,-0.58,-0.4,-0.37,0.6,0.4,0.22,-0.35,0.22,0.31,0.53,0.32,-0.35,0.38,-0.63,0.38,-0.15,0.11,0.18,-0.16,-0.33,-0.2,0.45,-0.58,-0.045,-0.21,0.38,0.51,-0.63,0.28,-0.33,-0.26,0.6,-0.54,-0.087,0.056,0.44,0.022,0.38,0.025,0.46,0.31,0.36,0.18,-0.016,-0.47,-0.095,-0.43,0.67,0.46,0.044,-0.13,0.013,0.19,0.28,-0.05,0.6,0.64
"16","INTU",-0.45,0.78,0.46,0.51,-0.84,0.63,0.49,0.49,0.46,-0.097,-0.11,0.43,-0.31,-0.52,0.015,0.29,-0.65,0.35,-0.11,0.014,0.34,-0.73,-0.48,-0.51,-0.43,-0.24,0.27,-0.16,0.018,-0.23,0.39,0.035,0.46,-0.66,-0.068,0.55,0.72,-0.86,0.015,0.44,0.42,-0.81,0.44,0.84,0.77,0.49,-0.88,-0.046,0.19,0.53,0.15,-0.21,-0.47,-0.3,0.7,-0.58,0.72,-0.033,0.014,-0.043,-0.083,0.4,0.4,0.55,-0.29,0.84,0.24,0.26,-0.59,-0.092,0.89,-0.031,0.35,0.37,-0.82,0.8,0.36,0.32,-0.64,0.38,-0.025,0.29,-0.67,-0.47,-0.12,-0.26,0.22,0.65,0.53,0.8,-0.62,-0.39,0.14,0.37,0.29,-0.39,-0.16,0.23,-0.4,-0.34
"17","MSFT",-0.38,0.79,0.52,0.51,-0.77,0.68,0.54,0.53,0.48,0.052,-0.01,0.54,-0.19,-0.39,0.14,0.4,-0.52,0.37,-0.12,0.04,0.41,-0.64,-0.38,-0.44,-0.38,-0.13,0.28,-0.033,0.15,-0.09,0.43,0.14,0.55,-0.57,0.03,0.55,0.76,-0.8,0.03,0.46,0.43,-0.74,0.53,0.8,0.83,0.49,-0.83,0.086,0.29,0.56,0.22,-0.075,-0.37,-0.18,0.74,-0.46,0.66,0.099,0.091,0.032,0.047,0.48,0.44,0.61,-0.14,0.82,0.36,0.26,-0.54,0.02,0.88,0.13,0.38,0.39,-0.76,0.8,0.44,0.46,-0.58,0.41,0.094,0.42,-0.72,-0.35,-0.096,-0.27,0.35,0.7,0.61,0.85,-0.56,-0.27,0.26,0.48,0.39,-0.31,-0.033,0.32,-0.26,-0.2
"18","NFLX",-0.31,0.45,0.64,-0.12,-0.26,0.71,0.7,0.75,0.76,-0.11,-0.2,0.17,-0.2,-0.25,0.38,0.076,-0.19,0.61,-0.59,-0.38,0.64,-0.15,-0.44,0.24,0.25,-0.23,0.48,-0.12,-0.18,-0.27,-0.08,0.37,0.67,-0.042,-0.2,0.017,0.48,-0.24,0.12,0.71,0.68,-0.19,0.44,0.72,0.46,0.46,-0.44,0.27,0.37,0.73,0.064,-0.038,0.086,-0.14,0.75,-0.17,0.23,0.05,-0.34,-0.23,-0.2,0.67,0.69,0.59,-0.2,0.78,0.13,0.46,-0.075,0.013,0.69,-0.069,0.65,0.62,-0.29,0.81,0.35,0.35,-0.15,-0.11,-0.19,0.2,-0.15,-0.18,-0.13,-0.18,0.015,0.45,0.47,0.43,-0.21,-0.19,-0.048,0.17,0.57,-0.36,-0.17,-0.02,-0.23,-0.084
"19","NOW",-0.39,0.52,0.47,0.16,-0.46,0.61,0.54,0.61,0.52,-0.24,-0.25,0.16,-0.41,-0.4,0.16,0.059,-0.37,0.44,-0.36,-0.33,0.46,-0.32,-0.45,-0.015,-0.069,-0.39,0.3,-0.21,-0.18,-0.32,-0.0094,0.1,0.53,-0.25,-0.27,0.12,0.5,-0.44,0.048,0.49,0.48,-0.4,0.29,0.79,0.5,0.47,-0.66,0.027,0.22,0.54,-0.11,-0.2,-0.11,-0.29,0.68,-0.33,0.3,-0.094,-0.24,-0.28,-0.24,0.43,0.47,0.4,-0.35,0.83,0.057,0.31,-0.35,-0.14,0.82,-0.14,0.4,0.45,-0.5,0.76,0.3,0.26,-0.35,-0.094,-0.29,0.16,-0.31,-0.3,-0.23,-0.26,0.0014,0.46,0.39,0.59,-0.39,-0.37,-0.052,0.18,0.37,-0.49,-0.27,-0.025,-0.42,-0.25
"20","NVDA",-0.49,0.75,0.43,0.52,-0.84,0.62,0.46,0.47,0.46,-0.11,-0.11,0.42,-0.35,-0.5,-0.014,0.29,-0.64,0.35,-0.11,0.033,0.32,-0.72,-0.49,-0.51,-0.43,-0.27,0.27,-0.18,-0.0039,-0.23,0.4,-0.0025,0.43,-0.66,-0.072,0.54,0.7,-0.85,0.019,0.45,0.42,-0.8,0.41,0.82,0.76,0.47,-0.89,-0.073,0.17,0.52,0.12,-0.22,-0.47,-0.3,0.67,-0.57,0.7,-0.046,0.014,-0.053,-0.082,0.39,0.41,0.53,-0.3,0.82,0.24,0.25,-0.58,-0.14,0.86,-0.024,0.36,0.37,-0.83,0.79,0.33,0.3,-0.66,0.39,-0.023,0.3,-0.68,-0.46,-0.12,-0.27,0.23,0.64,0.51,0.79,-0.66,-0.41,0.14,0.37,0.28,-0.4,-0.16,0.24,-0.41,-0.36
"21","ORCL",-0.33,0.81,0.49,0.58,-0.82,0.66,0.51,0.45,0.49,0.16,0.13,0.65,-0.084,-0.31,0.13,0.54,-0.53,0.42,-0.066,0.23,0.37,-0.72,-0.3,-0.57,-0.44,-0.024,0.3,0.048,0.23,0.011,0.59,0.16,0.51,-0.66,0.19,0.71,0.81,-0.88,0.094,0.45,0.42,-0.81,0.57,0.75,0.87,0.43,-0.8,0.12,0.3,0.54,0.37,-0.013,-0.48,-0.078,0.7,-0.46,0.76,0.18,0.23,0.16,0.18,0.52,0.46,0.67,-0.023,0.74,0.48,0.27,-0.57,0.067,0.8,0.23,0.34,0.4,-0.79,0.76,0.46,0.53,-0.61,0.56,0.24,0.51,-0.83,-0.3,-0.064,-0.26,0.47,0.75,0.63,0.86,-0.57,-0.18,0.37,0.58,0.4,-0.16,0.073,0.44,-0.17,-0.17
"22","QCOM",0.056,-0.49,-0.61,-0.16,0.22,-0.46,-0.59,-0.48,-0.36,-0.52,-0.33,-0.59,-0.6,-0.13,-0.48,-0.46,0.071,-0.32,0.092,-0.2,-0.5,0.22,0.054,0.14,-0.034,-0.58,-0.28,-0.43,-0.5,-0.39,-0.41,-0.6,-0.56,0.2,-0.41,-0.36,-0.45,0.25,-0.19,-0.28,-0.26,0.23,-0.66,-0.26,-0.45,-0.096,0.11,-0.58,-0.57,-0.39,-0.69,-0.39,-0.091,-0.37,-0.45,0.043,-0.32,-0.6,-0.17,-0.44,-0.41,-0.57,-0.36,-0.59,-0.41,-0.22,-0.49,-0.22,0.019,-0.55,-0.1,-0.44,-0.26,-0.27,0.19,-0.37,-0.52,-0.49,0.11,-0.56,-0.53,-0.49,0.35,-0.038,-0.17,0.052,-0.47,-0.45,-0.53,-0.34,-0.15,-0.35,-0.49,-0.44,-0.53,-0.2,-0.39,-0.5,-0.42,-0.42
"23","SAP",-0.22,0.63,0.18,0.71,-0.75,0.37,0.16,0.14,0.13,0.061,0.21,0.55,-0.27,-0.22,-0.16,0.5,-0.45,0.094,0.17,0.39,0.12,-0.65,-0.11,-0.69,-0.56,-0.16,0.04,0.011,0.19,0.091,0.66,-0.12,0.21,-0.62,0.22,0.72,0.65,-0.82,-0.094,0.17,0.15,-0.76,0.25,0.5,0.72,0.35,-0.67,-0.16,0.058,0.28,0.16,-0.036,-0.49,-0.073,0.36,-0.35,0.72,0.057,0.44,0.24,0.25,0.18,0.12,0.34,-0.044,0.49,0.41,0.032,-0.5,-0.17,0.6,0.22,0.11,0.13,-0.72,0.49,0.3,0.35,-0.59,0.45,0.15,0.43,-0.85,-0.21,-0.13,-0.21,0.48,0.6,0.35,0.74,-0.66,-0.18,0.37,0.56,0.12,-0.029,0.12,0.48,-0.22,-0.25
"24","SHOP",-0.54,0.47,0.11,0.44,-0.74,0.23,0.12,0.18,0.17,-0.34,-0.31,0.1,-0.49,-0.6,-0.23,-0.012,-0.69,0.15,0.023,-0.047,0.0043,-0.66,-0.51,-0.53,-0.59,-0.44,0.068,-0.34,-0.13,-0.39,0.14,-0.28,0.12,-0.63,-0.28,0.3,0.35,-0.72,-0.015,0.17,0.16,-0.71,0.033,0.56,0.41,0.21,-0.82,-0.33,-0.14,0.15,-0.24,-0.43,-0.47,-0.5,0.31,-0.66,0.46,-0.3,-0.16,-0.24,-0.31,-0.0022,0.16,0.1,-0.48,0.56,-0.093,0.078,-0.7,-0.3,0.66,-0.28,0.074,0.16,-0.75,0.43,0.016,-0.015,-0.67,0.16,-0.27,-0.033,-0.43,-0.6,-0.13,-0.22,-0.1,0.3,0.15,0.53,-0.53,-0.51,-0.12,0.057,-0.08,-0.55,-0.36,-0.044,-0.56,-0.41
"25","SNOW",-0.32,0.29,0.31,-0.082,-0.3,0.45,0.38,0.49,0.54,-0.53,-0.42,-0.17,-0.6,-0.49,0.013,-0.24,-0.37,0.44,-0.51,-0.44,0.31,-0.22,-0.52,0.14,0.088,-0.61,0.31,-0.44,-0.51,-0.55,-0.2,-0.044,0.34,-0.16,-0.46,-0.062,0.3,-0.27,0.042,0.52,0.49,-0.26,0.055,0.68,0.24,0.49,-0.48,-0.16,-0.002,0.47,-0.3,-0.35,-0.094,-0.43,0.51,-0.32,0.25,-0.35,-0.39,-0.42,-0.48,0.31,0.5,0.23,-0.56,0.74,-0.19,0.29,-0.17,-0.37,0.7,-0.43,0.46,0.45,-0.34,0.66,0.078,-0.026,-0.2,-0.35,-0.56,-0.14,-0.019,-0.32,-0.31,-0.17,-0.29,0.25,0.14,0.27,-0.37,-0.47,-0.33,-0.091,0.2,-0.53,-0.49,-0.27,-0.59,-0.43
"26","SONY",-0.14,0.15,0.57,-0.38,0.11,0.43,0.61,0.63,0.38,0.058,-0.17,0.035,0.051,0.0042,0.51,-0.013,0.17,0.29,-0.44,-0.34,0.59,0.19,-0.24,0.5,0.41,0.0068,0.22,0.047,-0.014,-0.056,-0.34,0.45,0.61,0.29,-0.17,-0.33,0.14,0.16,-0.037,0.39,0.36,0.2,0.35,0.38,0.14,0.22,-0.069,0.4,0.46,0.49,0.073,0.1,0.43,0.036,0.48,0.082,-0.19,0.23,-0.4,-0.19,-0.12,0.46,0.34,0.37,0.00042,0.45,0.026,0.18,0.15,0.22,0.34,0.053,0.37,0.31,0.09,0.44,0.27,0.33,0.11,-0.24,-0.084,0.18,0.13,0.021,-0.033,-0.092,-0.039,0.1,0.29,0.13,0.18,0.057,-0.033,0.063,0.49,-0.3,-0.049,-0.079,0.058,0.28
"27","SQ",-0.19,0.33,0.24,0.18,-0.26,0.25,0.27,0.31,0.11,0.02,-0.095,0.22,-0.12,-0.14,0.25,0.16,-0.11,0.087,-0.047,-0.056,0.23,-0.11,-0.17,-0.039,-0.16,-0.098,0.016,0.05,0.17,-0.02,-0.03,0.077,0.35,-0.057,-0.11,0.037,0.28,-0.26,-0.11,0.16,0.16,-0.19,0.15,0.35,0.35,0.27,-0.44,0.068,0.17,0.22,-0.12,-0.038,0.026,-0.084,0.36,-0.15,0.068,0.064,-0.075,-0.1,-0.039,0.13,0.081,0.14,-0.096,0.42,0.08,0.046,-0.29,0.12,0.51,0.059,0.099,0.12,-0.31,0.32,0.2,0.29,-0.23,0.011,-0.061,0.2,-0.24,-0.092,-0.14,-0.25,0.092,0.23,0.28,0.47,-0.11,-0.11,0.12,0.21,0.17,-0.34,-0.031,0.028,-0.11,0.063
"28","TEAM",-0.35,0.73,0.59,0.27,-0.59,0.76,0.67,0.71,0.62,-0.14,-0.15,0.33,-0.3,-0.44,0.21,0.19,-0.47,0.52,-0.33,-0.22,0.52,-0.48,-0.47,-0.15,-0.12,-0.27,0.39,-0.14,-0.1,-0.27,0.19,0.2,0.62,-0.41,-0.14,0.35,0.7,-0.6,0.13,0.55,0.53,-0.57,0.48,0.92,0.68,0.62,-0.73,0.1,0.32,0.63,0.1,-0.13,-0.22,-0.24,0.84,-0.4,0.54,-0.0083,-0.11,-0.13,-0.14,0.57,0.57,0.58,-0.29,0.96,0.21,0.36,-0.37,-0.035,0.92,-0.07,0.46,0.51,-0.61,0.9,0.45,0.34,-0.4,0.13,-0.16,0.27,-0.45,-0.31,-0.19,-0.26,0.13,0.65,0.56,0.72,-0.47,-0.34,0.074,0.31,0.47,-0.41,-0.2,0.12,-0.37,-0.27
